2259,Cara Gaylord,F80+,99,-1,9,1,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639138125127342,-155.99600556070462
1199,Deborah Stroman,F80+,99,-5,6,3,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638765742454055,-155.99567436471472
979,Dovie Rodriguez,F80+,99,-1,8,25,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639341660185927,-155.99646431686628
2010,Dr. Savanna Feil IV,F80+,99,-2,5,16,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638891768812556,-155.9957754147999
1973,Lauriane Stanton,F80+,99,-6,5,10,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639148510101208,-155.9960159547468
1768,Ms. Kari West IV,F80+,99,-4,14,23,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639301967932706,-155.99634273707878
2827,Paula Prohaska,F80+,99,-12,-9,2,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638090660030052,-155.99520950064002
1727,Cecelia Gleason MD,F80+,99,-20,-8,-4,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.636717490169406,-155.99443858708042
859,Darby Reichel,F80+,99,-8,17,21,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63833521219325,-155.99536718229413
1988,Mrs. Alanis Larkin,F80+,99,0,20,8,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639379547372993,-155.9966179082169
1633,Prof. Magali Keeling V,F80+,99,-3,4,-6,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638702239821228,-155.9956261326266
1270,Vicky Jast,F80+,99,-16,5,11,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63726870541097,-155.9947306848223
364,Yazmin Cassin II,F80+,99,0,10,8,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639320282457746,-155.99639760800187
547,Mikel Tromp Jr.,M60-64,99,37,33,32,2:14:00,1:50:18,0:02:42,0:21:00,0:00:00,0:00:00,19.641556149785522,-155.98372867663358
973,Lisandro Shanahan V,M50-54,99,33,55,40,2:23:00,1:59:11,0:09:49,0:14:00,0:00:00,0:00:00,19.626450155995226,-155.9734170742067
1384,Neal Haley,M45-49,99,51,73,70,2:27:00,1:40:03,0:03:57,0:43:00,0:00:00,0:00:00,19.74851725172992,-156.028112538975
1595,Ansley Oberbrunner,M30-34,99,81,73,81,2:42:00,1:02:40,0:05:20,1:34:00,0:00:00,0:00:00,19.928495444812626,-155.85331902809588
2864,Dr. Monte Pagac,M80+,99,-4,23,2,2:19:00,2:19:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63595874224418,-155.99406105199213
2128,Ms. Skyla Kshlerin,F40-44,99,70,60,46,2:57:00,1:18:35,0:10:25,1:28:00,0:00:00,0:00:00,19.85093107432192,-155.91401286592983
2733,Kim Daugherty,M18-24,99,52,58,63,2:49:00,1:35:28,0:02:32,1:11:00,0:00:00,0:00:00,19.821191818560354,-155.9580592405948
1597,Dr. Jo Leffler V,M18-24,99,64,57,51,2:51:00,1:23:36,0:07:24,1:20:00,0:00:00,0:00:00,19.83923758499024,-155.9263347584876
1650,Quincy Jacobi,M80+,99,18,34,17,2:21:00,2:13:44,0:07:16,0:00:00,0:00:00,0:00:00,19.640017,-155.997058
527,Trisha Block V,F30-34,99,82,63,80,3:06:00,1:05:06,0:01:54,1:59:00,0:00:00,0:00:00,19.953924602206527,-155.82927801613448
1771,Dr. Colton Bartoletti,M65-69,99,-10,9,6,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.6384879501713,-155.99547093667928
2401,Morton Klocko,M65-69,99,-17,8,-6,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.636219182260756,-155.99418825508192
2837,Mr. Josiah Christiansen Sr.,M65-69,99,-7,-9,-2,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638752788640947,-155.99566379388523
844,Adalberto Zieme,M70-74,99,-18,5,9,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.637088995212284,-155.99463353759054
2164,Aron Hackett PhD,M70-74,99,-7,14,2,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638062923351953,-155.99519188927087
2643,Darrell Von,M70-74,99,-13,-2,-12,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63723572559137,-155.99471253712235
450,Dr. Candelario Barton Sr.,M70-74,99,2,17,8,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63926181672162,-155.99615598375237
1955,Dr. Erik Aufderhar MD,M70-74,99,-6,4,15,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639115322190882,-155.99597989639736
1979,Alexander Kuvalis DVM,M70-74,99,-7,12,6,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638607986614065,-155.99555653535492
1386,Dr. Clark Turcotte,M70-74,99,-9,10,-5,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638214382288176,-155.99528796713375
923,Dr. Nathen Eichmann Sr.,M70-74,99,-14,-7,-5,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63667839976791,-155.9944184737317
1584,Emmanuel Beatty V,M70-74,99,-6,5,7,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638343505544267,-155.99537251532516
1260,Johnnie Kuhic,M70-74,99,-11,4,-4,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.637154612906645,-155.9946688430273
2694,Neil Ward,M70-74,99,-6,16,19,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638339482310233,-155.99536925919102
1779,Prof. Melvina Beatty,M70-74,99,-8,11,-2,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63888606534267,-155.99577058916643
250,Darrick Barrows,M75-79,99,-4,-3,15,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638909722871915,-155.99579055672658
2729,Mr. Mathias Beahan DDS,M75-79,99,-7,14,6,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63807394199199,-155.99519895187342
1309,Pete Botsford,M75-79,99,-7,7,9,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.6388131602024,-155.9957111066255
2099,Prof. Abner DuBuque,M75-79,99,0,19,6,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639007437361535,-155.99587601427584
1821,Isom Ryan,M75-79,99,-5,2,7,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639145181030347,-155.99601139413164
2633,Unique Deckow,M75-79,99,-11,11,7,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63760331576228,-155.99491814755072
1982,Alan Moore,M80+,99,-13,-1,12,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.637874725898044,-155.99507730267055
2502,Bret Kunze,M80+,99,-5,0,7,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63833975338055,-155.99537013777748
208,Dr. Alfonzo Strosin,M80+,99,1,12,3,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639322756473454,-155.99640502023962
551,Dr. Darrion Barton V,M80+,99,-15,-1,10,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.637348442669143,-155.99477464274406
1346,Dr. Enos Johnson,M80+,99,-6,1,1,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638171236642453,-155.99526034013195
1994,Gianni McLaughlin,M80+,99,-17,3,-13,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.637390900067608,-155.99479806110014
2774,Dr. Alfredo Mohr PhD,M80+,99,-1,26,9,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639268774939055,-155.99616994914203
2367,Ignatius Balistreri,M80+,99,1,10,9,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639294983406,-155.99632181122217
320,Jameson Davis Sr.,M80+,99,-7,14,-6,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638907588797608,-155.99578798754987
460,Kayden Macejkovic,M80+,99,-15,9,7,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.636915821458363,-155.99454155652393
374,Mr. Torrey Dickens,M80+,99,-4,4,0,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.639329217123034,-155.99642505856943
1699,Nikko Huels,M80+,99,-7,14,16,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638402555630822,-155.99541194622796
2203,Prof. Elwyn Jacobi,M80+,99,-7,-6,1,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638206881079064,-155.99528327023006
761,Roel Mann,M80+,99,-4,-8,-3,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.638785624263033,-155.9956896429639
807,Zachariah Metz DVM,M80+,99,0,-3,5,2:31:00,2:31:00,0:00:00,0:00:00,0:00:00,0:00:00,19.63930511130342,-155.99635215471702
2231,Prof. Demarco Kassulke PhD,M35-39,99,73,65,75,2:57:00,1:12:11,0:04:49,1:40:00,0:00:00,0:00:00,19.920253324712178,-155.86602962588444
1772,Delia Torp,F40-44,99,51,69,54,3:18:00,1:36:27,0:06:33,1:35:00,0:00:00,0:00:00,19.894993417648447,-155.89313236168283
408,Treva Rempel V,F70-74,99,11,-1,-9,3:13:00,2:18:11,0:09:49,0:45:00,0:00:00,0:00:00,19.682442370822255,-156.0205222759493
2284,Prof. Koby Ryan,M50-54,99,33,37,33,2:57:00,1:58:51,0:03:09,0:55:00,0:00:00,0:00:00,19.752072849029954,-156.0272339198588
922,Mr. Reggie Spinka,M45-49,99,55,51,44,3:06:00,1:36:51,0:09:09,1:20:00,0:00:00,0:00:00,19.829546330014505,-155.94495879476293
1895,Cloyd VonRueden I,M40-44,99,73,70,81,3:12:00,1:12:19,0:03:41,1:56:00,0:00:00,0:00:00,20.008641252946923,-155.81407819857648
2310,Elda Bailey,F50-54,99,68,84,60,3:38:00,1:18:11,0:03:49,2:16:00,0:00:00,0:00:00,20.076731200357067,-155.85696667727575
473,Declan Hahn Jr.,M55-59,99,73,71,56,3:20:00,1:11:54,0:02:06,2:06:00,0:00:00,0:00:00,20.028761268524022,-155.81830402944604
870,Cordell Russel,M80+,99,35,24,26,3:12:00,1:56:14,0:03:46,1:12:00,0:00:00,0:00:00,19.79306395009032,-156.00553600917007
464,Arvilla Romaguera,F30-34,99,71,79,63,3:57:00,1:14:41,0:06:19,2:36:00,0:00:00,0:00:00,20.16652950594097,-155.89478282097596
297,Mr. Rowan Pacocha,M80+,99,27,41,19,3:19:00,1:58:42,0:04:18,1:16:00,0:00:00,0:00:00,19.813820681226453,-155.97489546010593
863,Gideon O'Reilly,M50-54,99,54,67,45,3:31:00,1:36:05,0:03:55,1:51:00,0:00:00,0:00:00,19.947935446916016,-155.83262815946927
1479,Jaqueline Konopelski,F55-59,99,65,70,71,3:59:00,1:19:32,0:08:28,2:31:00,0:00:00,0:00:00,20.104669072894996,-155.87417892840637
2247,Dixie Rohan,F55-59,99,51,68,47,4:03:00,1:42:58,0:05:02,2:15:00,0:00:00,0:00:00,20.03170523544947,-155.82201246022532
2146,Guido Watsica II,M30-34,99,62,60,71,3:54:00,1:26:25,0:06:35,2:21:00,0:00:00,0:00:00,20.0596918700913,-155.84266192484594
1736,Estevan Williamson,M45-49,99,70,60,56,3:44:00,1:21:52,0:06:08,2:16:00,0:00:00,0:00:00,20.043075128490223,-155.8334856308679
1968,Dortha Grady,F80+,99,37,26,37,4:04:00,1:54:49,0:04:11,2:05:00,0:00:00,0:00:00,19.904540777937388,-155.88430395932608
941,Helga Rogahn,F18-24,99,55,72,77,4:23:00,1:33:09,0:08:51,2:41:00,0:00:00,0:00:00,20.135370843328317,-155.88547980261458
2054,Mrs. Julia Marvin,F25-29,99,59,52,51,4:27:00,1:30:14,0:06:46,2:50:00,0:00:00,0:00:00,20.106479243824708,-155.87480282948877
1391,Krista Koss MD,F40-44,99,42,41,56,4:23:00,1:51:26,0:04:34,2:27:00,0:00:00,0:00:00,20.00500287942072,-155.8145791542829
2067,Dasia Labadie,F65-69,99,28,37,43,4:28:00,1:58:14,0:08:46,2:21:00,0:00:00,0:00:00,19.954224706826338,-155.82913736317826
880,Imani Feest,M60-64,99,43,27,43,4:05:00,1:44:24,0:03:36,2:17:00,0:00:00,0:00:00,19.94690570158059,-155.83296358369324
519,Margarete Emard,F50-54,99,47,41,55,4:35:00,1:39:37,0:10:23,2:45:00,0:00:00,0:00:00,20.054298307214513,-155.84106100844735
2274,Jimmy Collins III,M50-54,99,52,56,66,4:14:00,1:33:38,0:08:22,2:32:00,0:00:00,0:00:00,20.081841144190854,-155.86202229885754
1147,Melany Parisian,M45-49,99,25,41,56,4:19:00,2:03:06,0:04:54,2:11:00,0:00:00,0:00:00,19.948311385861402,-155.83250570180545
356,Tatum Reynolds,M35-39,99,76,87,79,4:30:00,1:07:31,0:02:29,3:20:00,0:00:00,0:00:00,20.104881465189628,-155.87463579054847
601,Marlen Rath,F55-59,99,51,55,67,4:56:00,1:38:07,0:05:53,3:12:00,0:00:00,0:00:00,20.201472718341062,-155.89214667354372
2635,Ms. Beverly Doyle,F30-34,99,52,56,42,5:05:00,1:36:51,0:05:09,3:23:00,0:00:00,0:00:00,20.21885222845951,-155.8846688689761
2091,Abdul Lynch,M40-44,99,46,62,61,4:44:00,1:38:10,0:04:50,3:01:00,0:00:00,0:00:00,20.216286745408492,-155.8854533463645
254,Kade Rogahn V,M50-54,99,32,45,55,4:42:00,2:00:13,0:07:47,2:34:00,0:00:00,0:00:00,20.03723592042847,-155.8263569350809
352,Kip Bashirian MD,M25-29,99,61,87,90,5:00:00,1:29:53,0:10:07,3:20:00,0:00:00,0:00:00,20.08595641877004,-155.86517461872413
56,Dr. Claire Fay IV,FPRO,99,100,97,99,5:29:00,0:47:24,0:01:36,4:40:00,0:00:00,0:00:00,19.698014740546405,-156.02798064473535
816,Prof. Ottis Medhurst DVM,M35-39,99,46,66,48,5:03:00,1:45:29,0:09:31,3:08:00,0:00:00,0:00:00,20.239217969355977,-155.85247255588442
1486,Emilia Zieme,F45-49,99,49,69,54,5:22:00,1:36:48,0:09:12,3:36:00,0:00:00,0:00:00,20.191088687389357,-155.89618398155457
2308,Charley Greenholt,M60-64,99,39,52,49,4:55:00,1:50:18,0:04:42,3:00:00,0:00:00,0:00:00,20.16885463704875,-155.89525534605454
1871,Jaylen Wiegand DVM,M30-34,99,59,65,69,5:20:00,1:24:42,0:04:18,3:51:00,0:00:00,0:00:00,20.12637767238008,-155.8837650297818
2756,Prof. Noemie Maggio I,F18-24,99,68,61,66,5:55:00,1:22:25,0:04:35,4:28:00,0:00:00,0:00:00,20.063490627312078,-155.84780536588977
2606,Prof. Ferne Schaden,M50-54,99,62,72,74,5:21:00,1:27:52,0:05:08,3:48:00,0:00:00,0:00:00,20.075753336793557,-155.85788123760835
1559,Jacey Lynch,M35-39,99,76,72,62,5:40:00,1:12:21,0:09:39,4:18:00,0:00:00,0:00:00,19.94336699327303,-155.83517185605209
985,Trevion Reichert,M55-59,99,56,83,67,5:28:00,1:33:26,0:06:34,3:48:00,0:00:00,0:00:00,19.97357966505247,-155.82048274710223
1513,Alexandria Green,F25-29,99,57,50,65,6:07:00,1:30:19,0:04:41,4:32:00,0:00:00,0:00:00,20.092025274384447,-155.86909027882396
1376,Carter Abshire,M30-34,99,62,82,78,5:52:00,1:28:24,0:05:36,4:18:00,0:00:00,0:00:00,19.89986737856021,-155.88866729277905
800,Garett Reichert,M35-39,99,64,89,83,5:49:00,1:22:06,0:06:54,4:20:00,0:00:00,0:00:00,19.776821545375917,-156.01714093863018
1254,Chris Goyette,M30-34,99,85,96,77,6:08:00,0:59:15,0:05:45,4:51:25,0:09:35,0:02:00,19.641242407630465,-155.99540242191972
1983,Christopher Fay MD,M75-79,99,33,25,25,5:44:00,1:59:27,0:05:33,3:39:00,0:00:00,0:00:00,20.17671211538302,-155.89556103172657
69,Elda Hauck,FPRO,99,97,97,92,6:39:00,0:52:38,0:02:22,5:15:56,0:02:04,0:26:00,19.605330891138895,-155.97532144898162
2520,Van Lang,M80+,99,11,22,36,5:50:00,2:14:18,0:08:42,3:27:00,0:00:00,0:00:00,20.115412986921996,-155.8774161970351
444,Gus Nitzsche IV,M45-49,99,52,51,61,6:08:00,1:37:33,0:06:27,4:24:00,0:00:00,0:00:00,20.065994430146247,-155.8497244889653
1076,Dr. Jeff O'Keefe,M45-49,99,72,70,64,6:11:00,1:14:49,0:02:11,4:54:00,0:00:00,0:00:00,19.83561079459712,-155.931651086822
2655,Emory Von,M60-64,99,26,23,22,6:06:00,2:06:51,0:06:09,3:53:00,0:00:00,0:00:00,20.201551397456683,-155.89213877918803
2409,Jillian Rice,M45-49,99,48,58,55,6:18:00,1:43:54,0:03:06,4:31:00,0:00:00,0:00:00,20.02586102877044,-155.81617760026523
480,Shaina Kuhn,F40-44,99,52,67,66,6:44:00,1:37:43,0:06:17,5:00:00,0:00:00,0:00:00,19.914334363443782,-155.8674816968484
175,Prof. Zelda Parisian I,F30-34,99,91,81,89,6:53:00,0:55:32,0:06:28,5:41:23,0:04:37,0:05:00,19.638252334561628,-155.9909915651049
486,Prof. Marcus McLaughlin MD,M30-34,99,62,68,71,6:42:00,1:25:42,0:07:18,5:09:00,0:00:00,0:00:00,19.834879896585385,-155.9335123439817
2290,Yvette Grimes,F18-24,99,60,41,59,7:06:00,1:28:31,0:02:29,5:35:00,0:00:00,0:00:00,19.921574716770344,-155.86089051646073
525,Ms. Theresa Romaguera MD,F80+,99,12,35,37,6:56:00,2:18:23,0:04:37,4:33:00,0:00:00,0:00:00,20.17644258709501,-155.89566213009675
1431,Camryn Olson,M50-54,99,57,63,61,6:40:00,1:30:55,0:07:05,5:02:00,0:00:00,0:00:00,19.84871642700913,-155.91483437376354
1916,General Schultz,M60-64,99,28,26,35,6:45:00,2:02:50,0:08:10,4:34:00,0:00:00,0:00:00,20.190581322042764,-155.89642382343936
52,Dr. Pearl Carroll,FPRO,99,85,91,100,7:38:00,1:03:04,0:02:56,5:20:37,0:02:23,1:09:00,19.671794253866075,-156.01543276282757
1266,Jedediah Heidenreich,M60-64,99,61,64,56,6:48:00,1:26:35,0:07:25,5:14:00,0:00:00,0:00:00,19.830546898524737,-155.93886230977606
360,Mr. Ronny Rempel,M75-79,99,26,47,46,6:50:00,2:05:03,0:09:57,4:35:00,0:00:00,0:00:00,20.060155754564065,-155.84537209058303
2857,Tyrique Eichmann,M35-39,99,71,77,70,7:09:00,1:15:25,0:05:35,5:40:51,0:03:09,0:04:00,19.6405182478292,-155.99280515389725
5,Chadd Sauer,MPRO,10,98,99,98,7:58:00,0:45:48,0:02:12,4:26:08,0:02:52,2:41:00,19.6391514,-155.993898
12,Dr. Oda Bruen DVM,MPRO,10,96,99,100,8:06:00,0:44:58,0:02:02,4:37:10,0:01:50,2:40:00,19.6391514,-155.993898
18,Keeley Crist,MPRO,10,100,98,98,8:08:00,0:42:47,0:02:13,4:40:57,0:03:03,2:39:00,19.6391514,-155.993898
35,Austyn Harvey Sr.,MPRO,10,100,96,99,8:08:00,0:41:48,0:02:12,4:35:21,0:02:39,2:46:00,19.6391514,-155.993898
2,Guillermo Kreiger,MPRO,10,96,99,100,8:09:00,0:49:03,0:02:57,4:28:26,0:02:34,2:46:00,19.6391514,-155.993898
